League,season_id,Game,Team,Player,Season,game_id,Date,shot_id,Assist Player,xG,x,y,Minute,body_part,Situation,Result
Premier League,2324,Liverpool v Nottingham Forest,Liverpool,Harvey Elliott,2023,21991,2023-10-29,546095,,0.017789393663406372,0.7630000305175781,0.4109999847412109,65,Left Foot,From Corner,Missed Shot
Premier League,2324,Liverpool v Nottingham Forest,Liverpool,Harvey Elliott,2023,21991,2023-10-29,546105,,0.028227820992469788,0.7580000305175781,0.335,91,Left Foot,Open Play,Missed Shot
Premier League,2324,Liverpool v Nottingham Forest,Liverpool,Mohamed Salah,2023,21991,2023-10-29,546092,Darwin Núñez,0.047453708946704865,0.860999984741211,0.2539999961853027,47,Left Foot,Open Play,Missed Shot
Premier League,2324,Liverpool v Nottingham Forest,Liverpool,Mohamed Salah,2023,21991,2023-10-29,546094,,0.07113295793533325,0.7769999694824219,0.3679999923706055,63,Left Foot,Direct Freekick,Missed Shot
Premier League,2324,Liverpool v Nottingham Forest,Liverpool,Mohamed Salah,2023,21991,2023-10-29,546097,Dominik Szoboszlai,0.06722580641508102,0.795,0.29700000762939455,76,Right Foot,Open Play,Goal
Premier League,2324,Liverpool v Nottingham Forest,Liverpool,Ryan Gravenberch,2023,21991,2023-10-29,546086,,0.025626586750149727,0.7909999847412109,0.6559999847412109,39,Right Foot,Open Play,Saved Shot
Premier League,2324,Liverpool v Nottingham Forest,Liverpool,Trent Alexander-Arnold,2023,21991,2023-10-29,546079,Virgil van Dijk,0.007149653974920511,0.7030000305175781,0.524000015258789,20,Right Foot,From Corner,Blocked Shot
Premier League,2324,Liverpool v Nottingham Forest,Liverpool,Trent Alexander-Arnold,2023,21991,2023-10-29,546090,,0.04774851351976395,0.740999984741211,0.6409999847412109,48,Right Foot,Direct Freekick,Blocked Shot
Premier League,2324,Liverpool v Nottingham Forest,Liverpool,Trent Alexander-Arnold,2023,21991,2023-10-29,546096,,0.01202870812267065,0.6830000305175781,0.3509999847412109,67,Right Foot,Open Play,Missed Shot
Premier League,2324,Liverpool v Nottingham Forest,Nottingham Forest,Andrey Santos,2023,21991,2023-10-29,546099,,0.05014088377356529,0.8230000305175781,0.47,83,Right Foot,Set Piece,Blocked Shot
Premier League,2324,Liverpool v Nottingham Forest,Nottingham Forest,Andrey Santos,2023,21991,2023-10-29,546101,,0.021972279995679855,0.7830000305175782,0.4209999847412109,86,Right Foot,From Corner,Missed Shot
Premier League,2324,Liverpool v Nottingham Forest,Nottingham Forest,Anthony Elanga,2023,21991,2023-10-29,546100,Ryan Yates,0.28140872716903687,0.9640000152587891,0.5920000076293945,84,Left Foot,Open Play,Shot On Post
Premier League,2324,Liverpool v Nottingham Forest,Nottingham Forest,Anthony Elanga,2023,21991,2023-10-29,546102,Neco Williams,0.056502941995859146,0.9069999694824219,0.605999984741211,87,Right Foot,Open Play,Missed Shot
Premier League,2324,Liverpool v Nottingham Forest,Nottingham Forest,Anthony Elanga,2023,21991,2023-10-29,546106,Ibrahim Sangare,0.027800722047686577,0.8880000305175781,0.75,94,Right Foot,Open Play,Saved Shot
Premier League,2324,Liverpool v Nottingham Forest,Nottingham Forest,Ibrahim Sangare,2023,21991,2023-10-29,546103,,0.07525032013654709,0.8680000305175781,0.5120000076293946,89,Right Foot,From Corner,Blocked Shot
Premier League,2324,Liverpool v Nottingham Forest,Nottingham Forest,Ibrahim Sangare,2023,21991,2023-10-29,546104,,0.015383603051304817,0.8680000305175781,0.5120000076293946,89,,From Corner,Blocked Shot
Premier League,2324,Liverpool v Nottingham Forest,Nottingham Forest,Murillo,2023,21991,2023-10-29,546089,Willy Boly,0.05530853942036629,0.8640000152587891,0.5979999923706054,43,Left Foot,Set Piece,Missed Shot
Premier League,2324,Liverpool v Nottingham Forest,Nottingham Forest,Nicolás Domínguez,2023,21991,2023-10-29,546084,Morgan Gibbs-White,0.05824634060263634,0.8680000305175781,0.37200000762939456,34,Right Foot,Open Play,Blocked Shot
Premier League,2324,Manchester United v Manchester City,Manchester City,Bernardo Silva,2023,21992,2023-10-29,546210,John Stones,0.04673244431614876,0.8180000305175781,0.6769999694824219,65,Left Foot,Open Play,Saved Shot
Premier League,2324,Manchester United v Manchester City,Manchester City,Erling Haaland,2023,21992,2023-10-29,546196,,0.7611688375473022,0.885,0.5,25,Left Foot,,Goal
Premier League,2324,Manchester United v Manchester City,Manchester City,Erling Haaland,2023,21992,2023-10-29,546202,Bernardo Silva,0.5086833834648132,0.950999984741211,0.4640000152587891,48,,Open Play,Saved Shot
Premier League,2324,Manchester United v Manchester City,Manchester City,Erling Haaland,2023,21992,2023-10-29,546205,Bernardo Silva,0.40787163376808167,0.9590000152587891,0.43599998474121093,48,,Open Play,Goal
Premier League,2324,Manchester United v Manchester City,Manchester City,Erling Haaland,2023,21992,2023-10-29,546212,Jack Grealish,0.5055721402168274,0.9109999847412109,0.575999984741211,70,Left Foot,Open Play,Saved Shot
Premier League,2324,Manchester United v Manchester City,Manchester City,Erling Haaland,2023,21992,2023-10-29,546219,,0.052740827202796936,0.735,0.44099998474121094,95,Left Foot,Direct Freekick,Blocked Shot
Premier League,2324,Manchester United v Manchester City,Manchester City,Jack Grealish,2023,21992,2023-10-29,546195,John Stones,0.0225355327129364,0.8380000305175781,0.7419999694824219,19,Right Foot,From Corner,Missed Shot
Premier League,2324,Manchester United v Manchester City,Manchester City,Jack Grealish,2023,21992,2023-10-29,546199,Julián Álvarez,0.04412660375237465,0.8180000305175781,0.6630000305175782,39,Right Foot,Open Play,Blocked Shot
Premier League,2324,Manchester United v Manchester City,Manchester City,Jack Grealish,2023,21992,2023-10-29,546207,John Stones,0.06771734356880188,0.8419999694824218,0.615,56,Right Foot,Open Play,Saved Shot
Premier League,2324,Manchester United v Manchester City,Manchester City,Jack Grealish,2023,21992,2023-10-29,546208,Julián Álvarez,0.0910504162311554,0.9359999847412109,0.68,57,Left Foot,Open Play,Missed Shot
Premier League,2324,Manchester United v Manchester City,Manchester City,Jack Grealish,2023,21992,2023-10-29,546213,Josko Gvardiol,0.03721682354807854,0.764000015258789,0.5740000152587891,73,Right Foot,Open Play,Blocked Shot
Premier League,2324,Manchester United v Manchester City,Manchester City,Julián Álvarez,2023,21992,2023-10-29,546198,,0.04356328025460243,0.845,0.8380000305175781,37,Right Foot,Direct Freekick,Saved Shot
Premier League,2324,Manchester United v Manchester City,Manchester City,Julián Álvarez,2023,21992,2023-10-29,546206,,0.07689733058214188,0.945,0.32799999237060545,54,Right Foot,Open Play,Blocked Shot
Premier League,2324,Manchester United v Manchester City,Manchester City,Julián Álvarez,2023,21992,2023-10-29,546209,Kyle Walker,0.03573925420641899,0.7869999694824219,0.38,62,Left Foot,Open Play,Missed Shot
Premier League,2324,Manchester United v Manchester City,Manchester City,Mateo Kovacic,2023,21992,2023-10-29,546218,,0.04296450316905975,0.7969999694824219,0.5079999923706054,93,Right Foot,Open Play,Blocked Shot
Premier League,2324,Manchester United v Manchester City,Manchester City,Phil Foden,2023,21992,2023-10-29,546193,Kyle Walker,0.3265017569065094,0.935,0.4109999847412109,7,,Open Play,Saved Shot
Premier League,2324,Manchester United v Manchester City,Manchester City,Phil Foden,2023,21992,2023-10-29,546204,Bernardo Silva,0.3526962697505951,0.960999984741211,0.41900001525878905,47,Left Foot,Open Play,Missed Shot
Premier League,2324,Manchester United v Manchester City,Manchester City,Phil Foden,2023,21992,2023-10-29,546215,Erling Haaland,0.9242032766342163,0.97,0.504000015258789,79,Left Foot,Open Play,Goal
Premier League,2324,Manchester United v Manchester City,Manchester City,Phil Foden,2023,21992,2023-10-29,546216,,0.10138779133558273,0.8690000152587891,0.47299999237060547,81,Left Foot,Open Play,Missed Shot
Premier League,2324,Manchester United v Manchester City,Manchester City,Rodri,2023,21992,2023-10-29,546194,,0.052069563418626785,0.8159999847412109,0.4759999847412109,15,Right Foot,Open Play,Missed Shot
Premier League,2324,Manchester United v Manchester City,Manchester City,Rodri,2023,21992,2023-10-29,546214,Josko Gvardiol,0.04450748488306999,0.7819999694824219,0.5470000076293945,79,Left Foot,Open Play,Saved Shot
Premier League,2324,Manchester United v Manchester City,Manchester United,Bruno Fernandes,2023,21992,2023-10-29,546197,Rasmus Højlund,0.12603659927845,0.9619999694824218,0.3629999923706055,30,Right Foot,Open Play,Missed Shot
Premier League,2324,Manchester United v Manchester City,Manchester United,Bruno Fernandes,2023,21992,2023-10-29,546203,Marcus Rashford,0.01866268180310726,0.7719999694824219,0.6930000305175781,47,Right Foot,From Corner,Saved Shot
Premier League,2324,Manchester United v Manchester City,Manchester United,Christian Eriksen,2023,21992,2023-10-29,546217,Bruno Fernandes,0.04741537570953369,0.8640000152587891,0.5170000076293946,84,Right Foot,From Corner,Blocked Shot
Premier League,2324,Manchester United v Manchester City,Manchester United,Harry Maguire,2023,21992,2023-10-29,546201,Bruno Fernandes,0.018368816003203392,0.8959999847412109,0.524000015258789,47,,From Corner,Missed Shot
Premier League,2324,Manchester United v Manchester City,Manchester United,Marcus Rashford,2023,21992,2023-10-29,546211,Christian Eriksen,0.3627910017967224,0.9309999847412109,0.43,68,Right Foot,Open Play,Missed Shot
Premier League,2324,Manchester United v Manchester City,Manchester United,Scott McTominay,2023,21992,2023-10-29,546192,Rasmus Højlund,0.07894284278154373,0.8490000152587891,0.49,1,Left Foot,Open Play,Saved Shot
Premier League,2324,Manchester United v Manchester City,Manchester United,Scott McTominay,2023,21992,2023-10-29,546200,Marcus Rashford,0.06241105869412422,0.84,0.5020000076293946,45,Right Foot,Open Play,Saved Shot
Premier League,2324,West Ham v Everton,Everton,Abdoulaye Doucouré,2023,21993,2023-10-29,545878,Dominic Calvert-Lewin,0.2885759770870209,0.779000015258789,0.48900001525878906,59,Right Foot,Open Play,Saved Shot
Premier League,2324,West Ham v Everton,Everton,Abdoulaye Doucouré,2023,21993,2023-10-29,545879,Dwight McNeil,0.04796406626701355,0.9480000305175781,0.57,59,,From Corner,Missed Shot
Premier League,2324,West Ham v Everton,Everton,Amadou Onana,2023,21993,2023-10-29,545871,Dwight McNeil,0.05121612176299095,0.9169999694824219,0.4520000076293945,46,,Open Play,Missed Shot
Premier League,2324,West Ham v Everton,Everton,Dominic Calvert-Lewin,2023,21993,2023-10-29,545870,Vitalii Mykolenko,0.018478458747267723,0.8490000152587891,0.4979999923706055,39,,Open Play,Missed Shot
Premier League,2324,West Ham v Everton,Everton,Dominic Calvert-Lewin,2023,21993,2023-10-29,545874,Jack Harrison,0.09566712379455566,0.8480000305175781,0.4640000152587891,50,Right Foot,Open Play,Goal
Premier League,2324,West Ham v Everton,Everton,Dwight McNeil,2023,21993,2023-10-29,545880,Abdoulaye Doucouré,0.01709575392305851,0.7240000152587891,0.5479999923706055,64,Left Foot,Open Play,Saved Shot
Premier League,2324,West Ham v Everton,Everton,Dwight McNeil,2023,21993,2023-10-29,545886,Amadou Onana,0.056345533579587936,0.799000015258789,0.6669999694824219,92,Left Foot,Open Play,Blocked Shot
Premier League,2324,West Ham v Everton,Everton,Jack Harrison,2023,21993,2023-10-29,545867,,0.07146267592906952,0.840999984741211,0.4590000152587891,24,Left Foot,Open Play,Saved Shot
Premier League,2324,West Ham v Everton,Everton,Jack Harrison,2023,21993,2023-10-29,545869,,0.053397659212350845,0.8219999694824218,0.555,33,Left Foot,Open Play,Missed Shot
Premier League,2324,West Ham v Everton,Everton,James Tarkowski,2023,21993,2023-10-29,545868,Dwight McNeil,0.03361009806394577,0.9519999694824218,0.6140000152587891,33,,From Corner,Blocked Shot
Premier League,2324,West Ham v Everton,West Ham,Edson Álvarez,2023,21993,2023-10-29,545877,Jarrod Bowen,0.01564578153192997,0.7380000305175781,0.37099998474121093,58,Right Foot,Open Play,Missed Shot
Premier League,2324,West Ham v Everton,West Ham,Edson Álvarez,2023,21993,2023-10-29,545883,Said Benrahma,0.02273939736187458,0.754000015258789,0.49400001525878906,84,Right Foot,Open Play,Missed Shot
Premier League,2324,West Ham v Everton,West Ham,Jarrod Bowen,2023,21993,2023-10-29,545866,Lucas Paquetá,0.09956124424934387,0.8690000152587891,0.43,22,Left Foot,Open Play,Missed Shot
Premier League,2324,West Ham v Everton,West Ham,Jarrod Bowen,2023,21993,2023-10-29,545872,James Ward-Prowse,0.04114880412817001,0.8730000305175781,0.29200000762939454,45,Left Foot,Open Play,Blocked Shot
Premier League,2324,West Ham v Everton,West Ham,Jarrod Bowen,2023,21993,2023-10-29,545873,Aaron Cresswell,0.18327830731868744,0.919000015258789,0.4259999847412109,47,,Set Piece,Missed Shot
Premier League,2324,West Ham v Everton,West Ham,Jarrod Bowen,2023,21993,2023-10-29,545875,,0.0827450081706047,0.9480000305175781,0.5970000076293945,53,Left Foot,Open Play,Missed Shot
Premier League,2324,West Ham v Everton,West Ham,Kurt Zouma,2023,21993,2023-10-29,545865,Vladimir Coufal,0.012999440543353558,0.8819999694824219,0.37099998474121093,14,,Open Play,Saved Shot
Premier League,2324,West Ham v Everton,West Ham,Lucas Paquetá,2023,21993,2023-10-29,545876,James Ward-Prowse,0.06793038547039032,0.914000015258789,0.6020000076293945,55,Right Foot,Set Piece,Missed Shot
Premier League,2324,West Ham v Everton,West Ham,Lucas Paquetá,2023,21993,2023-10-29,545882,,0.011020400561392307,0.7480000305175781,0.5359999847412109,77,Left Foot,Open Play,Missed Shot
Premier League,2324,West Ham v Everton,West Ham,Naif Aguerd,2023,21993,2023-10-29,545881,James Ward-Prowse,0.027927402406930923,0.9080000305175782,0.5220000076293946,67,,From Corner,Missed Shot
Premier League,2324,West Ham v Everton,West Ham,Naif Aguerd,2023,21993,2023-10-29,545884,Said Benrahma,0.020068444311618805,0.7519999694824219,0.5420000076293945,87,Left Foot,Open Play,Blocked Shot
Premier League,2324,West Ham v Everton,West Ham,Said Benrahma,2023,21993,2023-10-29,545885,Lucas Paquetá,0.033513620495796204,0.8719999694824219,0.6659999847412109,89,Right Foot,Open Play,Saved Shot
Premier League,2324,Brentford v West Ham,Brentford,Bryan Mbeumo,2023,21995,2023-11-04,546855,,0.046524252742528915,0.85,0.17,5,Left Foot,Direct Freekick,Saved Shot
Premier League,2324,Brentford v West Ham,Brentford,Bryan Mbeumo,2023,21995,2023-11-04,546867,Vitaly Janelt,0.018530938774347305,0.7980000305175782,0.23299999237060548,47,Left Foot,Set Piece,Missed Shot
Premier League,2324,Brentford v West Ham,Brentford,Bryan Mbeumo,2023,21995,2023-11-04,546868,Frank Onyeka,0.018055759370326996,0.75,0.34599998474121096,47,Left Foot,Open Play,Missed Shot
Premier League,2324,Brentford v West Ham,Brentford,Bryan Mbeumo,2023,21995,2023-11-04,546870,Vitaly Janelt,0.09151118993759155,0.895,0.4759999847412109,51,Left Foot,Open Play,Missed Shot
Premier League,2324,Brentford v West Ham,Brentford,Christian Nørgaard,2023,21995,2023-11-04,546865,Mathias Jensen,0.06636610627174377,0.915,0.56,36,,From Corner,Missed Shot
Premier League,2324,Brentford v West Ham,Brentford,Christian Nørgaard,2023,21995,2023-11-04,546871,,0.016493605449795723,0.8030000305175782,0.24399999618530274,48,Right Foot,Open Play,Missed Shot
Premier League,2324,Brentford v West Ham,Brentford,Frank Onyeka,2023,21995,2023-11-04,546857,,0.08085721731185913,0.895,0.39799999237060546,10,Right Foot,Open Play,Blocked Shot
Premier League,2324,Brentford v West Ham,Brentford,Frank Onyeka,2023,21995,2023-11-04,546869,Christian Nørgaard,0.075961634516716,0.8819999694824219,0.37599998474121094,49,Right Foot,Open Play,Blocked Shot
Premier League,2324,Brentford v West Ham,Brentford,Frank Onyeka,2023,21995,2023-11-04,546882,Neal Maupay,0.013136873953044415,0.7040000152587891,0.6959999847412109,89,Right Foot,Open Play,Saved Shot
Premier League,2324,Brentford v West Ham,Brentford,Nathan Collins,2023,21995,2023-11-04,546876,Mathias Jensen,0.4097209572792053,0.9459999847412109,0.5509999847412109,68,,Open Play,Goal
Premier League,2324,Brentford v West Ham,Brentford,Neal Maupay,2023,21995,2023-11-04,546858,Frank Onyeka,0.697854220867157,0.965999984741211,0.5070000076293946,10,,Open Play,Goal
Premier League,2324,Brentford v West Ham,Brentford,Neal Maupay,2023,21995,2023-11-04,546874,,0.0993923544883728,0.9009999847412109,0.46900001525878904,66,Right Foot,Open Play,Blocked Shot
Premier League,2324,Brentford v West Ham,Brentford,Neal Maupay,2023,21995,2023-11-04,546881,Yoane Wissa,0.11675655841827393,0.8769999694824219,0.5129999923706055,86,Right Foot,Open Play,Missed Shot
Premier League,2324,Brentford v West Ham,Brentford,Vitaly Janelt,2023,21995,2023-11-04,546875,,0.01261985208839178,0.7440000152587891,0.659000015258789,66,Left Foot,Open Play,Blocked Shot
Premier League,2324,Brentford v West Ham,Brentford,Yoane Wissa,2023,21995,2023-11-04,546856,,0.06128343194723129,0.9519999694824218,0.6079999923706054,9,Left Foot,Open Play,Blocked Shot
Premier League,2324,Brentford v West Ham,Brentford,Yoane Wissa,2023,21995,2023-11-04,546864,,0.06205963343381882,0.8980000305175782,0.6419999694824219,35,Right Foot,Set Piece,Blocked Shot
Premier League,2324,Brentford v West Ham,West Ham,Emerson,2023,21995,2023-11-04,546883,,0.015829194337129593,0.769000015258789,0.6680000305175782,92,Left Foot,From Corner,Missed Shot
Premier League,2324,Brentford v West Ham,West Ham,James Ward-Prowse,2023,21995,2023-11-04,546877,Jarrod Bowen,0.029922183603048325,0.865999984741211,0.27399999618530274,78,Right Foot,Open Play,Blocked Shot
Premier League,2324,Brentford v West Ham,West Ham,Jarrod Bowen,2023,21995,2023-11-04,546860,Mohammed Kudus,0.05537213012576103,0.9219999694824219,0.30700000762939456,16,Left Foot,Open Play,Missed Shot
Premier League,2324,Brentford v West Ham,West Ham,Jarrod Bowen,2023,21995,2023-11-04,546863,,0.5600556135177612,0.9840000152587891,0.5690000152587891,25,Left Foot,Open Play,Goal
Premier League,2324,Brentford v West Ham,West Ham,Konstantinos Mavropanos,2023,21995,2023-11-04,546859,Vladimir Coufal,0.025167182087898254,0.905,0.41700000762939454,13,,Open Play,Missed Shot
Premier League,2324,Brentford v West Ham,West Ham,Konstantinos Mavropanos,2023,21995,2023-11-04,546872,,0.0,0.03799999952316284,0.47400001525878904,54,,From Corner,Own Goal
Premier League,2324,Brentford v West Ham,West Ham,Michail Antonio,2023,21995,2023-11-04,546866,Jarrod Bowen,0.6049544811248779,0.9619999694824218,0.5620000076293945,40,Left Foot,Open Play,Missed Shot
Premier League,2324,Brentford v West Ham,West Ham,Mohammed Kudus,2023,21995,2023-11-04,546861,Michail Antonio,0.06427677720785141,0.8969999694824219,0.3890000152587891,18,Left Foot,Open Play,Goal
Premier League,2324,Brentford v West Ham,West Ham,Mohammed Kudus,2023,21995,2023-11-04,546862,Said Benrahma,0.581981360912323,0.950999984741211,0.4759999847412109,25,Left Foot,Open Play,Shot On Post
Premier League,2324,Brentford v West Ham,West Ham,Mohammed Kudus,2023,21995,2023-11-04,546873,Michail Antonio,0.009713869541883469,0.7469999694824219,0.3559999847412109,60,Left Foot,Open Play,Missed Shot
Premier League,2324,Brentford v West Ham,West Ham,Mohammed Kudus,2023,21995,2023-11-04,546880,Emerson,0.0611063614487648,0.9059999847412109,0.5629999923706055,85,,Open Play,Missed Shot
Premier League,2324,Brentford v West Ham,West Ham,Pablo Fornals,2023,21995,2023-11-04,546879,Mohammed Kudus,0.058212313801050186,0.825999984741211,0.509000015258789,79,Right Foot,Open Play,Missed Shot
Premier League,2324,Brentford v West Ham,West Ham,Vladimir Coufal,2023,21995,2023-11-04,546878,James Ward-Prowse,0.014404140412807465,0.7380000305175781,0.27899999618530275,79,Left Foot,Open Play,Blocked Shot
Premier League,2324,Burnley v Crystal Palace,Burnley,Charlie Taylor,2023,21996,2023-11-04,546901,Johann Berg Gudmundsson,0.010684364475309849,0.914000015258789,0.3240000152587891,84,,From Corner,Missed Shot
Premier League,2324,Burnley v Crystal Palace,Burnley,Dara O&#039;Shea,2023,21996,2023-11-04,546902,Johann Berg Gudmundsson,0.0541953444480896,0.9130000305175782,0.5179999923706055,89,,Set Piece,Saved Shot
Premier League,2324,Burnley v Crystal Palace,Burnley,Jay Rodriguez,2023,21996,2023-11-04,546894,Dara O'Shea,0.027729230001568794,0.8630000305175781,0.4640000152587891,53,,Open Play,Missed Shot
Premier League,2324,Burnley v Crystal Palace,Burnley,Jay Rodriguez,2023,21996,2023-11-04,546899,Johann Berg Gudmundsson,0.03434278443455696,0.9630000305175781,0.3890000152587891,80,,From Corner,Saved Shot
Premier League,2324,Burnley v Crystal Palace,Burnley,Jay Rodriguez,2023,21996,2023-11-04,546904,,0.4558213949203491,0.9730000305175781,0.575,95,Left Foot,Open Play,Missed Shot
Premier League,2324,Burnley v Crystal Palace,Burnley,Johann Berg Gudmundsson,2023,21996,2023-11-04,546885,,0.015487785451114178,0.8369999694824218,0.32099998474121094,7,Left Foot,Open Play,Blocked Shot
Premier League,2324,Burnley v Crystal Palace,Burnley,Johann Berg Gudmundsson,2023,21996,2023-11-04,546888,Charlie Taylor,0.02199183963239193,0.8830000305175781,0.4640000152587891,29,,Open Play,Missed Shot
Premier League,2324,Burnley v Crystal Palace,Burnley,Johann Berg Gudmundsson,2023,21996,2023-11-04,546895,Luca Koleosho,0.11452757567167282,0.9290000152587891,0.595,59,Left Foot,Open Play,Missed Shot
Premier League,2324,Burnley v Crystal Palace,Burnley,Josh Brownhill,2023,21996,2023-11-04,546898,Wilson Odobert,0.018786372616887093,0.7769999694824219,0.6880000305175781,79,Right Foot,Open Play,Saved Shot
Premier League,2324,Burnley v Crystal Palace,Burnley,Louis Beyer,2023,21996,2023-11-04,546893,Sander Berge,0.09926188737154007,0.9019999694824219,0.5409999847412109,47,Left Foot,From Corner,Missed Shot
Premier League,2324,Burnley v Crystal Palace,Burnley,Luca Koleosho,2023,21996,2023-11-04,546889,Charlie Taylor,0.25107064843177795,0.9109999847412109,0.6279999923706054,38,Right Foot,Open Play,Blocked Shot
Premier League,2324,Burnley v Crystal Palace,Burnley,Luca Koleosho,2023,21996,2023-11-04,546890,Josh Brownhill,0.04667388275265694,0.85,0.5779999923706055,39,Left Foot,From Corner,Missed Shot
Premier League,2324,Burnley v Crystal Palace,Burnley,Luca Koleosho,2023,21996,2023-11-04,546892,Josh Brownhill,0.02464030496776104,0.7919999694824219,0.649000015258789,46,Right Foot,Set Piece,Saved Shot
Premier League,2324,Burnley v Crystal Palace,Burnley,Luca Koleosho,2023,21996,2023-11-04,546897,Jay Rodriguez,0.041069142520427704,0.8819999694824219,0.695,74,Left Foot,Open Play,Missed Shot
Premier League,2324,Burnley v Crystal Palace,Burnley,Wilson Odobert,2023,21996,2023-11-04,546900,Nathan Redmond,0.0424933023750782,0.975,0.7440000152587891,82,Left Foot,Open Play,Saved Shot
Premier League,2324,Burnley v Crystal Palace,Burnley,Zeki Amdouni,2023,21996,2023-11-04,546884,Johann Berg Gudmundsson,0.18135955929756165,0.9159999847412109,0.580999984741211,1,,From Corner,Missed Shot
Premier League,2324,Burnley v Crystal Palace,Burnley,Zeki Amdouni,2023,21996,2023-11-04,546891,Johann Berg Gudmundsson,0.05966959521174431,0.8959999847412109,0.53,41,Right Foot,Set Piece,Missed Shot
Premier League,2324,Burnley v Crystal Palace,Crystal Palace,Jeffrey Schlupp,2023,21996,2023-11-04,546887,Jordan Ayew,0.8001109957695007,0.9730000305175781,0.53,21,Left Foot,Open Play,Goal
Premier League,2324,Burnley v Crystal Palace,Crystal Palace,Joachim Andersen,2023,21996,2023-11-04,546886,Will Hughes,0.22387784719467163,0.8880000305175781,0.43,15,,Set Piece,Saved Shot
Premier League,2324,Burnley v Crystal Palace,Crystal Palace,Jordan Ayew,2023,21996,2023-11-04,546896,Odsonne Edouard,0.03939081355929375,0.7809999847412109,0.41900001525878905,73,Left Foot,Open Play,Blocked Shot
Premier League,2324,Burnley v Crystal Palace,Crystal Palace,Tyrick Mitchell,2023,21996,2023-11-04,546903,Eberechi Eze,0.37314674258232117,0.879000015258789,0.5570000076293945,93,Left Foot,Open Play,Goal
Premier League,2324,Everton v Brighton,Brighton,João Pedro,2023,21997,2023-11-04,546916,Pascal Groß,0.08570017665624619,0.8619999694824219,0.509000015258789,70,Left Foot,Open Play,Blocked Shot
Premier League,2324,Everton v Brighton,Brighton,Kaoru Mitoma,2023,21997,2023-11-04,546911,James Milner,0.06936582177877426,0.9630000305175781,0.6680000305175782,27,Right Foot,Open Play,Saved Shot
Premier League,2324,Everton v Brighton,Brighton,Kaoru Mitoma,2023,21997,2023-11-04,546918,João Pedro,0.04371107369661331,0.965999984741211,0.6969999694824218,78,Left Foot,Open Play,Missed Shot
Premier League,2324,Everton v Brighton,Brighton,Lewis Dunk,2023,21997,2023-11-04,546914,,0.14519105851650238,0.8080000305175781,0.5209999847412109,54,Right Foot,Direct Freekick,Saved Shot
Premier League,2324,Everton v Brighton,Brighton,Pascal Groß,2023,21997,2023-11-04,546915,Evan Ferguson,0.058191049844026566,0.88,0.639000015258789,66,Left Foot,Open Play,Missed Shot
Premier League,2324,Everton v Brighton,Brighton,Simon Adingra,2023,21997,2023-11-04,546906,James Milner,0.02448437362909317,0.9319999694824219,0.385,5,,Open Play,Missed Shot
Premier League,2324,Everton v Brighton,Brighton,Simon Adingra,2023,21997,2023-11-04,546909,,0.015845339745283127,0.7469999694824219,0.37900001525878907,8,Left Foot,Open Play,Missed Shot
Premier League,2324,Everton v Brighton,Everton,Abdoulaye Doucouré,2023,21997,2023-11-04,546905,,0.09312745928764343,0.9319999694824219,0.595999984741211,2,Left Foot,Open Play,Saved Shot
Premier League,2324,Everton v Brighton,Everton,Ashley Young,2023,21997,2023-11-04,546919,,0.0,0.06599999904632568,0.3,83,Right Foot,Open Play,Own Goal
Premier League,2324,Everton v Brighton,Everton,Dominic Calvert-Lewin,2023,21997,2023-11-04,546912,,0.10700888931751251,0.8280000305175781,0.6480000305175782,29,Left Foot,Open Play,Missed Shot
Premier League,2324,Everton v Brighton,Everton,Dwight McNeil,2023,21997,2023-11-04,546917,,0.05980628356337547,0.8209999847412109,0.38799999237060545,74,Left Foot,Open Play,Missed Shot
Premier League,2324,Everton v Brighton,Everton,James Garner,2023,21997,2023-11-04,546910,,0.11505609005689621,0.7959999847412109,0.5520000076293945,23,Right Foot,Direct Freekick,Missed Shot
Premier League,2324,Everton v Brighton,Everton,James Tarkowski,2023,21997,2023-11-04,546913,Jordan Pickford,0.006945275701582432,0.899000015258789,0.6719999694824219,38,,Set Piece,Missed Shot
Premier League,2324,Everton v Brighton,Everton,James Tarkowski,2023,21997,2023-11-04,546920,Dwight McNeil,0.06460157781839371,0.9580000305175781,0.56,87,,From Corner,Blocked Shot
Premier League,2324,Everton v Brighton,Everton,James Tarkowski,2023,21997,2023-11-04,546922,James Garner,0.017636142671108246,0.9340000152587891,0.40599998474121096,89,,From Corner,Saved Shot
Premier League,2324,Everton v Brighton,Everton,Vitalii Mykolenko,2023,21997,2023-11-04,546907,,0.07849050313234329,0.9519999694824218,0.63,6,Left Foot,Open Play,Saved Shot
Premier League,2324,Everton v Brighton,Everton,Vitalii Mykolenko,2023,21997,2023-11-04,546908,,0.06640295684337616,0.935,0.6480000305175782,6,Right Foot,Open Play,Goal
Premier League,2324,Everton v Brighton,Everton,Vitalii Mykolenko,2023,21997,2023-11-04,546921,James Tarkowski,0.01374423410743475,0.759000015258789,0.7380000305175781,88,Left Foot,Open Play,Blocked Shot
Premier League,2324,Fulham v Manchester United,Fulham,Alex Iwobi,2023,21998,2023-11-04,546574,,0.08821108937263489,0.8080000305175781,0.3940000152587891,37,Right Foot,Open Play,Missed Shot
Premier League,2324,Fulham v Manchester United,Fulham,Alex Iwobi,2023,21998,2023-11-04,546576,,0.03415371850132942,0.9359999847412109,0.710999984741211,43,Left Foot,From Corner,Blocked Shot
